,eng_anger,eng_joy,eng_trust,eng_sadness,eng_disgust,eng_fear,eng_anticipation,eng_surprise,it_anger,it_joy,it_trust,it_sadness,it_disgust,it_fear,it_anticipation,it_surprise
0,-1.5116848280442474,1.0382625558656848,1.1063006074495105,-0.6176196081037912,-0.39224000922323793,-1.1250696346194813,-0.672308436220349,-0.3290359355977404,-1.743810893275438,-0.2433376536311833,0.5054958784325444,0.25279016252493824,1.287194158097163,-2.000004278780522,0.3205037053354507,-1.4086721580883084
1,-0.4020310694211677,-0.7771353430271567,0.13801311186847096,-0.9287933524535688,-1.4713930012948127,0.7556026152575495,-0.41686167544096225,2.051631020141127,-1.200956158887911,0.9171922298360373,0.8949919403998177,0.19486867565330937,-1.9738100152314368,0.13536424161414812,1.7907670822140958,1.9887495621310356
2,-1.9315902722227722,1.2341300268111635,3.089953883057225,-1.0622206679084223,-1.6688650258140025,-1.4568601597516078,0.9390644460509446,-0.19674918991234558,-0.564231935028242,0.3599788429750563,2.289598978782702,-1.612055298724606,-1.2701452288508432,-1.4449614632077592,0.3205037053354507,-0.5990904580375565
3,-1.2804924276532985,-0.26178515720236806,1.1520037124986866,-0.4051769558001198,-1.6688650258140025,-0.8421512315863724,0.9390644460509446,-1.1336500942568484,-1.7479609712632442,-0.9066465084451361,2.9264244800141164,-1.6927737793228572,-1.4976588048978063,-0.6724638644579835,0.3021932406871159,-1.1695664961204757
4,2.088351420597375,-0.04002873876115156,-0.22308128914581138,0.7980844759348755,0.5303300858899107,2.1664345140363577,0.9035856243595299,-0.8224198958026705,2.3220173508176223,-1.8922952685479677,0.4133049872370509,0.8828668609537267,-0.2539801293976199,0.8948956552921405,2.0013864819689484,0.1782906606736107
5,-2.9752039136413804,1.4671920957912845,5.992451116924481,-1.9719315426999258,-2.3500684195919668,-2.5864417716341035,1.8137584255264603,-0.8168919405194246,-1.1115674137644902,2.719939525335408,2.2373135349558475,-1.0074402654269636,-1.4976588048978063,-1.34717677194091,5.2471735428399215,0.9764270747427822
6,-0.786426286005494,-0.20284572673776044,3.965842022354626,-1.5425281881296455,-1.8134890436285052,-0.7774012339657227,-0.6929177655843248,-1.653726573407987,0.10050378152592142,-1.1007386059341264,1.9823972111505013,-0.7271295505434382,-2.2594245163222655,-0.35851446120670283,-0.063974756276635,-0.8259422024934202
7,-1.5653121494771032,-0.6240363127382387,3.546568891340099,-2.3723803485421135,-1.9459247653037313,-2.5010747502875192,1.6863532415590436,-1.7230651264955765,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
8,-0.7847045349155447,0.12418146464673462,3.8180262299526704,-1.792839182872624,-2.1815062626897954,-0.9033503000478827,-0.19962237398457372,-0.7450975920787478,-1.7654553350413493,-0.8935253211378364,1.7145895287530863,-1.8919698408157628,-2.192595149082326,-1.6086031094267235,0.8224060254297688,-0.6362168726969838
9,-0.9480611894747091,0.515784964281085,1.9627764256690945,-1.2231926725905,-1.892057519422899,-1.251117964155861,2.437346948608367,-0.34102842445427367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,-1.5601737227608143,1.798804301878919,3.784615903570564,-2.1841348286355813,-2.403977554132968,-1.904930749804763,2.810699749740175,-1.0878603574249293,-3.8723573945271923,0.2382137736755199,5.158834221018367,-1.1464493820923036,-2.022608652850955,-2.9725955017102477,0.07975017920221783,-1.5441977076244566
11,-1.3998472562999493,2.160422892900728,2.2513509665310902,-0.2575291119918601,-1.1522768484543424,-0.6127104061534405,2.724034789654501,-0.05724834277939014,-0.9559388685088153,0.3251321885168262,2.215112021277874,-0.6738362596254411,-1.6108043732225652,-0.07607913136499939,2.0093989525094726,-0.8982869593320288
12,-0.786426286005494,1.4127397074567907,3.00442577451108,-1.5425281881296455,-1.8134890436285052,-0.7774012339657227,0.5156597325278698,-0.9054340062550515,-1.868214513378369,2.898912433390992,3.9042013807949094,-2.012486628421137,-1.5202248845941742,-1.7404595782742194,-0.15997630156248563,-0.6234423358411193
13,-1.4705110232952776,1.7373341166409018,1.9989856270237314,-0.6175152970404308,-1.4976945678321139,-0.6367681762344579,3.986510737446849,0.3143577225104839,-0.815373734923172,-0.24908421637304065,1.2003856465175713,-0.5629784083986619,-0.3876179181970098,-0.22220066169666366,2.763108116647526,-0.48721152768485015
14,-0.9722082593021658,0.17174181425822718,1.1300718573245037,0.08016710476033187,1.1524120691503619,-0.4930532970414791,-1.2741090295338136,-0.9768825204748934,-2.6069449558620983,-0.3681404306466271,2.2921501971525378,-0.8714509737568451,-0.8540515179877906,-2.8740856803469548,1.4995219123384538,-1.2471561919997873
